0.5,150
1.5,150
2.5,150
3.5,150
4.5,150
5.5,150
6.5,150
7.5,150
8.5,150
9.5,150
10.5,150
11.5,150
12.5,150
13.5,150
14.5,150
15.5,150
16.5,150
17.5,150
18.5,150
19.5,150
20.5,150
21.5,150
22.5,150
23.5,150
24.5,150
25.5,150
26.5,150
27.5,150
28.5,150
29.5,150
30.5,150
31.5,150
32.5,150
33.5,150
34.5,150
35.5,150
36.5,150
37.5,150
38.5,150
39.5,150
40.5,150
41.5,150
42.5,150
43.5,150
44.5,150
45.5,150
46.5,150
47.5,150
48.5,150
49.5,150
50.5,150
51.5,150
52.5,150
53.5,150
54.5,150
55.5,150
56.5,150
57.5,150
58.5,150
59.5,150
60.5,150
61.5,150
62.5,150
63.5,150
64.5,150
65.5,150
66.5,150
67.5,150
68.5,150
69.5,150
70.5,150
71.5,150
72.5,150
73.5,150
74.5,150
75.5,150
76.5,150
77.5,150
78.5,150
79.5,150
80.5,150
81.5,150
82.5,150
83.5,150
84.5,150
85.5,150
86.5,150
87.5,150
88.5,150
89.5,150
90.5,150
91.5,150
92.5,150
93.5,150
94.5,150
95.5,150
96.5,150
97.5,150
98.5,150
99.5,150
100.5,150
101.5,150
102.5,150
103.5,150
104.5,150
105.5,150
106.5,150
107.5,150
108.5,150
109.5,150
110.5,150
111.5,150
112.5,150
113.5,150
114.5,150
115.5,150
116.5,150
117.5,150
118.5,150
119.5,150
120.5,150
121.5,150
122.5,150
123.5,150
124.5,150
125.5,150
126.5,150
127.5,150
128.5,150
129.5,150
130.5,150
131.5,150
132.5,150
133.5,150
134.5,150
135.5,150
136.5,150
137.5,150
138.5,150
139.5,150
140.5,150
141.5,150
142.5,150
143.5,150
144.5,150
145.5,150
146.5,150
147.5,150
148.5,150
149.5,150
150.5,150
151.5,150
152.5,150
153.5,150
154.5,150
155.5,150
156.5,150
157.5,150
158.5,150
159.5,150
160.5,150
161.5,150
162.5,150
163.5,150
164.5,150
165.5,150
166.5,150
167.5,150
168.5,150
169.5,150
170.5,150
171.5,150
172.5,150
173.5,150
174.5,150
175.5,150
176.5,150
177.5,150
178.5,150
179.5,150
180.5,150
181.5,150
182.5,150
183.5,150
184.5,150
185.5,150
186.5,150
187.5,150
188.5,150
189.5,150
190.5,150
191.5,150
192.5,150
193.5,150
194.5,150
195.5,150
196.5,150
197.5,150
198.5,150
199.5,150
200.5,150
201.5,150
202.5,150
203.5,150
204.5,150
205.5,150
206.5,150
207.5,150
208.5,150
209.5,150
210.5,150
211.5,150
212.5,150
213.5,150
214.5,150
215.5,150
216.5,150
217.5,150
218.5,150
219.5,150
220.5,150
221.5,150
222.5,150
223.5,150
224.5,150
225.5,150
226.5,150
227.5,150
228.5,150
229.5,150
230.5,150
231.5,150
232.5,150
233.5,150
234.5,150
235.5,150
236.5,150
237.5,150
238.5,150
239.5,150
240.5,150
241.5,150
242.5,150
243.5,150
244.5,150
245.5,150
246.5,150
247.5,150
248.5,150
249.5,150
250.5,150
251.5,150
252.5,150
253.5,150
254.5,150
255.5,150
256.5,150
257.5,150
258.5,150
259.5,150
260.5,150
261.5,150
262.5,150
263.5,150
264.5,150
