"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Antiques+%26+Art+",88,5,290,875,15,19304,1313,0.05
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Books+",85,1,320,895,15,21575,1358,0.05
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Business%2C+Office+%26+Industrial+",73,4,300,611,20,13214,1345,0.04
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Clothing+%26+Accessories+",97,3,330,646,43,15143,1365,0.05
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Coins+",93,1,310,423,136,8255,1360,0.05
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Computers+",103,4,320,886,74,18098,1329,0.06
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",97,6,300,729,17,18679,1306,0.05
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",101,6,310,721,21,9487,1293,0.06
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",100,7,320,703,34,11958,1323,0.06
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",97,4,320,453,14,4662,1350,0.05
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",107,7,340,798,44,31355,1285,0.06
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",88,3,330,651,110,18371,1335,0.05
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Antiques+%26+Art+",88,6,320,548,138,7254,1298,0.05
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Books+",89,7,320,581,21,11864,1266,0.05
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Business%2C+Office+%26+Industrial+",100,3,320,433,66,5060,1380,0.06
