"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1303,291,8000,12207,53,258181,1081,0.72
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1306,278,7800,11518,23,206261,1082,0.73
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1273,312,7800,11412,4,206398,1074,0.71
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",1253,282,7800,12072,5,130639,1091,0.70
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",1280,307,7900,11320,45,212084,1045,0.71
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1301,301,8000,12170,36,245433,1063,0.72
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1250,303,8200,12427,15,145006,1055,0.69
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1243,304,7900,11620,7,116325,1038,0.69
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",1219,306,7800,11022,17,148441,1065,0.68
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1246,310,7900,11594,65,197768,1058,0.69
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1238,291,8000,11130,13,201888,1051,0.69
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",1246,307,7900,11558,8,253222,1042,0.69
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",1203,309,7900,11887,41,252501,1035,0.67
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",1256,326,7800,10819,21,303166,1018,0.70
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",1273,293,8200,12514,65,202861,1095,0.71
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",1237,315,7900,11610,17,153297,1050,0.69
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",1292,319,8300,12386,9,253204,1035,0.72
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",1233,305,7600,11531,119,365632,1040,0.69
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",1252,335,7800,10798,18,155238,1020,0.70
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",1315,309,8100,12545,6,206666,1051,0.73
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",1296,298,8100,11944,27,177123,1095,0.72
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",1223,304,7800,11635,11,216443,1058,0.68
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",1269,297,7600,11631,19,208581,1053,0.71
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",1264,290,7800,11477,118,289510,1065,0.70
