"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1176,262,7600,12212,20,294606,1082,0.65
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1184,298,7900,12201,6,203058,1028,0.66
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1177,228,7300,11333,6,309315,1147,0.65
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",1159,249,7200,11129,63,182254,1106,0.64
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",1142,266,7200,11590,10,209127,1054,0.63
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1142,274,7700,11350,2,162386,1051,0.63
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1174,276,7700,12000,8,209146,1065,0.65
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1172,296,7400,10750,14,176459,1027,0.65
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",1156,256,7200,11232,68,201896,1107,0.64
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1168,255,7800,11563,9,209132,1101,0.65
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1124,239,7400,11306,15,191337,1082,0.62
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",1196,262,7500,11479,161,204221,1080,0.66
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",1148,254,7500,11625,14,233663,1084,0.64
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",1176,259,7900,12243,35,166632,1072,0.65
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",1177,252,7100,11452,57,148194,1118,0.65
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",1107,241,7400,10864,17,134337,1102,0.62
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",1175,248,7300,10934,44,192961,1084,0.65
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",1179,244,7300,12209,48,179671,1096,0.66
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",1155,266,7200,10802,2,108678,1072,0.64
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",1142,246,7800,11908,17,204311,1078,0.63
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",1204,284,7000,11404,6,209156,1087,0.67
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",1164,254,6900,11064,23,205227,1101,0.65
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",1095,238,7800,11915,22,143498,1076,0.61
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",1146,285,7600,10764,22,149470,1039,0.64
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",1156,276,7500,11639,5,176902,1060,0.64
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Books+",1146,253,7600,11638,22,197738,1071,0.64
