"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",229,0,350,399,271,4352,1393,0.13
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",230,3,370,455,5,5426,1357,0.13
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",225,1,340,389,11,3745,1416,0.13
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",218,0,360,415,269,4520,1409,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",222,0,360,453,271,6092,1375,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",240,1,340,376,3,968,1377,0.13
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",237,3,360,409,9,5815,1375,0.13
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",244,1,350,443,6,5230,1369,0.14
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",211,1,350,384,96,913,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",200,2,370,406,13,4097,1394,0.11
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",221,3,370,409,10,3795,1356,0.12
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",200,1,340,380,6,896,1376,0.11
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",223,0,380,404,272,1323,1393,0.12
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",210,0,360,446,273,8519,1375,0.12
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",221,0,350,414,271,4220,1423,0.12
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",259,2,350,404,9,7226,1398,0.14
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",204,1,350,380,276,1362,1368,0.11
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",234,2,350,419,12,4589,1371,0.13
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",223,2,360,406,8,3765,1380,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",260,0,360,429,275,3895,1375,0.14
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",217,1,360,411,86,4340,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",225,0,360,401,277,3885,1409,0.13
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",214,2,350,416,4,3699,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",210,1,350,428,59,4438,1376,0.12
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",261,2,350,395,9,3961,1382,0.15
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Books+",231,1,360,386,137,1038,1369,0.13
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Business%2C+Office+%26+Industrial+",231,0,370,392,274,830,1423,0.13
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Clothing+%26+Accessories+",207,2,370,443,7,7364,1395,0.12
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Coins+",230,1,360,419,229,3836,1369,0.13
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Computers+",235,2,360,390,20,1946,1371,0.13
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Antiques+%26+Art+",218,1,360,457,273,5955,1386,0.12
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Books+",202,2,360,428,5,6442,1361,0.11
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Business%2C+Office+%26+Industrial+",220,1,360,448,21,4002,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Clothing+%26+Accessories+",220,2,350,429,9,5129,1396,0.12
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Coins+",200,1,360,388,10,1873,1368,0.11
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Computers+",240,0,360,444,274,8422,1383,0.13
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Antiques+%26+Art+",242,1,360,423,276,4025,1387,0.13
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Books+",243,4,370,398,11,2191,1352,0.14
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Business%2C+Office+%26+Industrial+",224,0,350,425,277,3873,1423,0.12
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Clothing+%26+Accessories+",218,3,360,379,3,896,1389,0.12
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Coins+",224,2,360,417,37,3856,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Computers+",218,1,350,378,16,863,1376,0.12
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Antiques+%26+Art+",242,1,360,407,28,4636,1387,0.13
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Books+",239,5,370,416,13,2854,1346,0.13
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Business%2C+Office+%26+Industrial+",222,2,370,394,3,3097,1410,0.12
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Clothing+%26+Accessories+",218,1,350,435,273,4590,1402,0.12
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Coins+",245,4,360,438,6,7311,1352,0.14
"POST","/PHP/SearchItemsByCategory.php?category=31&categoryName=Computers+",226,1,360,384,7,1516,1376,0.13
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Antiques+%26+Art+",232,0,370,412,278,3912,1393,0.13
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Books+",211,2,360,442,9,4140,1361,0.12
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Business%2C+Office+%26+Industrial+",210,1,350,408,7,3108,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Clothing+%26+Accessories+",213,2,350,381,24,1741,1395,0.12
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Coins+",213,2,350,386,11,1347,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=37&categoryName=Computers+",210,3,350,453,4,6844,1363,0.12
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Antiques+%26+Art+",219,1,370,466,14,4836,1386,0.12
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Books+",241,0,370,400,275,3837,1375,0.13
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Business%2C+Office+%26+Industrial+",218,1,350,484,86,8550,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Clothing+%26+Accessories+",233,1,380,428,21,6341,1402,0.13
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Coins+",236,2,340,413,6,4573,1363,0.13
"POST","/PHP/SearchItemsByCategory.php?category=4&categoryName=Computers+",251,0,360,422,273,7346,1383,0.14
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Antiques+%26+Art+",218,0,360,394,273,1353,1393,0.12
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Books+",224,1,360,415,275,1649,1368,0.12
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Business%2C+Office+%26+Industrial+",236,1,370,391,5,867,1416,0.13
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Clothing+%26+Accessories+",205,0,360,399,274,3799,1409,0.11
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Coins+",243,1,360,428,274,3741,1369,0.14
"POST","/PHP/SearchItemsByCategory.php?category=40&categoryName=Computers+",214,2,350,381,42,861,1370,0.12
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Antiques+%26+Art+",207,2,360,425,7,5798,1379,0.12
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Books+",224,1,350,416,7,4547,1368,0.12
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Business%2C+Office+%26+Industrial+",224,1,350,401,160,3793,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Clothing+%26+Accessories+",215,0,370,433,273,5432,1409,0.12
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Coins+",240,2,340,403,5,4445,1363,0.13
"POST","/PHP/SearchItemsByCategory.php?category=58&categoryName=Computers+",222,1,370,392,7,1018,1376,0.12
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Antiques+%26+Art+",226,2,350,444,4,6477,1380,0.13
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Books+",230,0,370,407,271,1247,1375,0.13
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Business%2C+Office+%26+Industrial+",227,2,360,454,7,5700,1410,0.13
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Clothing+%26+Accessories+",210,3,360,402,4,4176,1388,0.12
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Coins+",220,2,340,484,11,11102,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=61&categoryName=Computers+",220,1,360,442,277,7313,1376,0.12
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Antiques+%26+Art+",208,1,370,401,236,1499,1386,0.12
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Books+",193,4,350,379,2,843,1346,0.11
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Business%2C+Office+%26+Industrial+",197,2,350,438,1,6165,1408,0.11
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Clothing+%26+Accessories+",200,0,370,415,278,3863,1409,0.11
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Coins+",221,2,360,446,5,7342,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=64&categoryName=Computers+",205,1,370,426,137,4303,1376,0.11
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Antiques+%26+Art+",228,2,350,402,276,1897,1380,0.13
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Books+",240,4,360,422,19,6173,1352,0.13
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Business%2C+Office+%26+Industrial+",234,1,360,409,274,4312,1416,0.13
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Clothing+%26+Accessories+",241,1,350,433,89,5109,1403,0.13
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Coins+",239,1,350,461,14,4487,1369,0.13
"POST","/PHP/SearchItemsByCategory.php?category=7&categoryName=Computers+",197,1,360,401,19,3848,1375,0.11
"POST","/PHP/SearchItemsByCategory.php?category=70&categoryName=Antiques+%26+Art+",235,1,360,399,4,3731,1387,0.13
