"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",217,4,310,348,2,3885,1367,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",232,1,310,369,8,4783,1369,0.13
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",223,1,300,337,6,1575,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",221,0,300,414,263,4423,1409,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",224,2,300,365,2,4467,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",212,1,300,377,261,3844,1376,0.12
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",220,1,320,380,7,4507,1386,0.12
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",230,3,310,386,2,4703,1357,0.13
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",239,0,320,366,263,3658,1423,0.13
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",232,1,300,358,143,4584,1402,0.13
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",243,1,300,332,10,660,1369,0.14
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",234,0,300,348,263,3762,1383,0.13
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",224,0,300,404,259,4212,1393,0.12
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",233,3,310,361,2,3760,1357,0.13
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",191,1,310,391,4,4511,1415,0.11
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",210,0,330,429,263,4702,1409,0.12
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",179,0,300,387,264,3858,1375,0.10
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",217,0,310,340,264,721,1383,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",224,0,310,333,263,786,1393,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",214,2,310,389,5,3947,1362,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",209,1,300,371,5,4932,1416,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",250,0,310,392,261,4546,1409,0.14
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",211,0,320,363,263,4488,1375,0.12
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",246,1,310,382,4,3724,1377,0.14
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",216,0,310,447,264,4707,1393,0.12
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Books+",209,0,310,376,259,4930,1375,0.12
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Business%2C+Office+%26+Industrial+",230,1,320,392,3,3784,1416,0.13
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Clothing+%26+Accessories+",247,2,310,355,55,3737,1397,0.14
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Coins+",211,1,310,368,259,3741,1368,0.12
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Computers+",230,2,310,386,3,4452,1370,0.13
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Antiques+%26+Art+",233,0,310,359,262,3676,1393,0.13
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Books+",220,0,310,357,261,4580,1375,0.12
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Business%2C+Office+%26+Industrial+",205,0,310,374,261,4185,1423,0.11
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Clothing+%26+Accessories+",218,1,310,384,5,4728,1402,0.12
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Coins+",225,0,300,423,262,4528,1375,0.13
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Computers+",224,2,310,402,2,4596,1370,0.12
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Antiques+%26+Art+",207,2,300,370,6,4468,1379,0.12
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Books+",228,1,310,350,5,3620,1368,0.13
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Business%2C+Office+%26+Industrial+",238,0,320,392,261,3813,1423,0.13
