"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1588507995",73,0,0.00,0.00,16,15,0,46.89,1392.67,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1588507997",221,0,72.00,0.00,16,17,0,109.35,1393.05,16,16,16,16,31,31,31,78,110,110,110,110
"None","Aggregated","1588507999",410,0,72.00,0.00,16,17,0,140.63,1392.84,16,16,16,16,31,31,31,63,140,140,140,140
"None","Aggregated","1588508001",652,0,79.00,0.00,16,16,0,156.31,1393.18,16,16,16,16,17,31,31,63,160,160,160,160
"None","Aggregated","1588508003",936,0,87.00,0.00,16,16,0,187.58,1393.14,16,16,16,16,16,31,31,78,190,190,190,190
"None","Aggregated","1588508005",1286,0,96.33,0.00,16,17,0,187.58,1393.16,16,16,16,16,17,31,31,94,190,190,190,190
"None","Aggregated","1588508007",1707,0,109.90,0.00,16,18,0,218.71,1393.02,16,16,16,16,31,31,47,63,190,220,220,220
"None","Aggregated","1588508010",2144,0,134.50,0.00,16,22,0,250.04,1392.90,16,16,31,31,33,64,140,190,230,250,250,250
"None","Aggregated","1588508012",2681,0,165.90,0.00,16,28,0,285.67,1392.97,16,31,31,31,63,130,190,190,290,290,290,290
"None","Aggregated","1588508014",3203,0,194.20,0.00,16,36,0,343.77,1393.06,31,31,47,63,140,170,190,230,310,340,340,340
"None","Aggregated","1588508016",3821,0,211.40,0.00,31,53,0,445.87,1393.10,47,63,94,140,190,280,320,380,430,450,450,450
"None","Aggregated","1588508018",4419,0,234.40,0.00,31,77,0,445.87,1393.10,64,160,200,240,300,310,330,380,430,450,450,450
"None","Aggregated","1588508020",4985,0,250.50,0.00,31,111,0,750.04,1393.11,140,270,310,330,440,490,600,630,720,750,750,750
"None","Aggregated","1588508023",5603,0,260.30,0.00,47,146,0,750.04,1393.06,300,390,440,470,580,600,650,670,720,750,750,750
"None","Aggregated","1588508025",6144,0,271.10,0.00,47,187,0,1138.77,1393.00,380,480,580,600,690,1000,1100,1100,1100,1100,1100,1100
"None","Aggregated","1588508027",6782,0,274.40,0.00,62,263,0,1468.87,1392.98,500,640,750,1100,1300,1400,1400,1400,1500,1500,1500,1500
"None","Aggregated","1588508029",7482,0,279.50,0.00,64,331,0,1549.94,1393.05,640,1200,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500
"None","Aggregated","1588508031",8131,0,289.30,0.00,80,377,0,1549.94,1393.05,1100,1200,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500
"None","Aggregated","1588508033",8843,0,291.50,0.00,110,382,0,1549.94,1393.04,1000,1200,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500
"None","Aggregated","1588508035",9548,0,301.00,0.00,140,371,0,1549.94,1393.07,520,1200,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500
"None","Aggregated","1588508038",10144,1,312.90,0.00,160,366,0,1549.94,1392.87,340,530,810,1000,1200,1300,1400,1400,1400,1400,1400,1400
"None","Aggregated","1588508040",10838,1,315.90,0.10,170,371,0,1549.94,1392.76,330,470,590,660,890,1000,1100,1200,1300,1300,1300,1300
"None","Aggregated","1588508042",11584,1,320.30,0.10,170,372,0,1549.94,1392.77,300,420,500,590,730,860,890,910,950,950,950,950
"None","Aggregated","1588508044",12241,3,322.50,0.10,170,372,0,1549.94,1392.57,300,500,640,690,780,870,910,920,950,950,950,950
"None","Aggregated","1588508046",12958,4,315.90,0.20,190,367,0,1549.94,1392.45,310,560,660,700,770,870,910,920,950,950,950,950
"None","Aggregated","1588508049",13652,4,316.90,0.40,170,354,0,1549.94,1392.51,140,340,530,630,740,810,880,910,940,950,950,950
"None","Aggregated","1588508051",14261,17,323.90,0.30,170,356,0,1549.94,1391.24,140,310,500,610,780,860,920,980,1100,1100,1100,1100
"None","Aggregated","1588508053",15017,17,320.70,1.60,160,353,0,1549.94,1391.33,120,280,500,590,800,920,1000,1000,1100,1100,1100,1100
"None","Aggregated","1588508055",15653,18,329.60,1.60,160,348,0,1549.94,1391.29,110,250,330,390,800,920,1000,1000,1100,1100,1100,1100
"None","Aggregated","1588508057",16416,18,317.70,1.50,160,343,0,1549.94,1391.37,120,310,400,530,780,920,1000,1000,1100,1100,1100,1100
"None","Aggregated","1588508059",17120,18,321.30,1.40,160,334,0,1549.94,1391.41,120,270,370,450,750,890,980,1000,1100,1100,1100,1100
"None","Aggregated","1588508062",17742,18,324.20,1.40,160,331,0,1549.94,1391.45,130,270,340,380,500,580,700,730,780,800,800,800
"None","Aggregated","1588508064",18471,18,315.40,0.10,160,330,0,1549.94,1391.52,130,300,380,440,590,700,770,800,830,840,840,840
"None","Aggregated","1588508066",19148,19,324.90,0.10,160,326,0,1549.94,1391.48,130,280,360,390,500,640,770,800,830,840,840,840
"None","Aggregated","1588508068",19763,22,327.10,0.10,160,331,0,1549.94,1391.27,160,350,420,480,780,970,1200,1200,1200,1200,1200,1200
"None","Aggregated","1588508070",20484,22,311.00,0.40,160,336,0,1549.94,1391.33,220,440,560,660,960,1100,1200,1200,1200,1200,1200,1200
"None","Aggregated","1588508072",21175,22,312.40,0.40,170,338,0,1549.94,1391.35,250,450,610,700,960,1100,1200,1200,1200,1200,1200,1200
"None","Aggregated","1588508075",21779,23,316.20,0.40,170,343,0,1549.94,1391.31,280,660,800,940,1100,1200,1300,1300,1500,1500,1500,1500
"None","Aggregated","1588508077",22432,24,303.20,0.40,170,351,0,1575.25,1391.30,410,720,880,1000,1200,1300,1500,1500,1600,1600,1600,1600
"None","Aggregated","1588508079",23033,26,314.00,0.20,170,358,0,2298.44,1391.22,250,630,860,1000,1400,1500,2100,2200,2300,2300,2300,2300
"None","Aggregated","1588508081",23766,27,297.60,0.40,170,377,0,2560.67,1391.23,250,1000,1200,1300,1800,2100,2400,2500,2600,2600,2600,2600
"None","Aggregated","1588508083",24487,29,301.20,0.50,170,382,0,2560.67,1391.19,270,1000,1200,1300,1800,2100,2400,2500,2600,2600,2600,2600
"None","Aggregated","1588508086",25145,30,302.10,0.70,190,382,0,2560.67,1391.16,250,800,1000,1200,1800,2100,2400,2500,2600,2600,2600,2600
"None","Aggregated","1588508088",25874,30,309.60,0.70,170,378,0,2560.67,1391.20,230,650,840,970,1500,2000,2400,2500,2600,2600,2600,2600
"None","Aggregated","1588508090",26507,33,323.00,0.40,180,374,0,2560.67,1391.07,230,450,630,770,1000,1200,1400,1400,1700,1700,1700,1700
"None","Aggregated","1588508092",27241,33,320.90,0.70,170,371,0,2560.67,1391.13,170,350,480,560,750,810,880,920,1100,1100,1100,1100
