"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1213,562,21000,34437,9,182626,747,0.67
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1260,606,21000,34570,7,175364,713,0.70
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1297,617,21000,34308,43,172578,746,0.72
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",1224,539,21000,33425,6,161937,788,0.68
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",1190,558,21000,35228,1,173710,730,0.66
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1222,586,21000,35308,21,208780,719,0.68
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1181,580,21000,35358,8,187591,708,0.66
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1242,580,21000,34106,107,171712,732,0.69
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",1232,569,21000,33955,31,177320,765,0.68
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1208,580,21000,35559,16,191474,732,0.67
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1184,560,21000,33381,5,222889,724,0.66
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",1227,594,21000,35953,5,187939,713,0.68
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",1226,583,21000,35279,39,172581,730,0.68
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",1247,613,21000,35416,3,172587,699,0.69
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",1209,570,21000,34432,13,168884,752,0.67
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",1179,570,21000,35526,13,176199,727,0.66
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",1286,611,21000,33709,9,166239,721,0.71
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",1182,570,21000,35282,27,189832,716,0.66
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",1204,541,21000,33627,39,172801,767,0.67
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",1174,566,21000,35269,20,189763,712,0.65
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",1282,624,21000,35476,5,166704,730,0.71
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",1269,622,21000,34367,11,183311,718,0.71
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",1195,547,21000,33487,2,163377,745,0.66
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",1241,597,21000,33038,18,167848,717,0.69
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",1262,609,21000,34323,23,165597,720,0.70
