"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Antiques+%26+Art+",1042,1,330,540,146,15617,1391,0.58
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Books+",1041,4,320,496,14,14121,1369,0.58
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Business%2C+Office+%26+Industrial+",997,4,310,489,46,13137,1417,0.55
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Clothing+%26+Accessories+",1038,6,320,471,26,14638,1400,0.58
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Coins+",950,6,320,519,133,30019,1366,0.53
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Computers+",1077,9,330,511,22,21623,1371,0.60
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1001,8,320,482,79,14241,1381,0.56
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1019,15,320,530,6,21943,1354,0.57
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1018,4,330,503,104,12825,1417,0.57
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",1003,6,330,533,126,21105,1400,0.56
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",979,7,320,495,48,15657,1365,0.54
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1053,8,320,467,63,9801,1372,0.59
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Antiques+%26+Art+",1024,6,320,496,42,17014,1384,0.57
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Books+",1007,3,330,493,140,14280,1370,0.56
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Business%2C+Office+%26+Industrial+",1034,3,330,561,143,16814,1418,0.57
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Clothing+%26+Accessories+",1043,7,320,535,33,27945,1399,0.58
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Coins+",1035,7,330,527,3,16992,1365,0.58
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Computers+",1029,3,330,474,145,26565,1378,0.57
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Antiques+%26+Art+",1041,9,310,457,30,20304,1380,0.58
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Books+",1031,7,310,548,36,20416,1365,0.57
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Business%2C+Office+%26+Industrial+",1024,9,320,503,57,24475,1410,0.57
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Clothing+%26+Accessories+",1019,6,320,529,15,15042,1400,0.57
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Coins+",1019,6,320,462,46,13733,1366,0.57
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Computers+",1068,9,320,489,65,13672,1371,0.59
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1053,6,330,561,103,26731,1385,0.59
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1030,4,320,569,26,34894,1369,0.57
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",975,6,330,500,140,21083,1414,0.54
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1000,6,320,574,139,13531,1400,0.56
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1001,11,320,491,41,14465,1359,0.56
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",987,6,320,483,143,14231,1374,0.55
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Antiques+%26+Art+",978,3,320,467,104,21002,1388,0.54
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Books+",1009,4,320,489,71,14422,1369,0.56
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Business%2C+Office+%26+Industrial+",1023,4,330,543,115,19575,1417,0.57
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Clothing+%26+Accessories+",999,7,320,534,36,26699,1399,0.56
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Coins+",1029,3,320,499,46,14264,1370,0.57
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Computers+",992,7,320,493,70,14162,1373,0.55
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Antiques+%26+Art+",1021,6,330,472,141,9273,1384,0.57
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Books+",1008,7,330,451,24,9068,1365,0.56
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Business%2C+Office+%26+Industrial+",1037,7,320,503,46,19652,1413,0.58
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Clothing+%26+Accessories+",982,4,330,476,92,11154,1403,0.55
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Coins+",1002,13,320,497,83,16029,1357,0.56
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Computers+",1062,5,320,459,24,14656,1376,0.59
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",1008,12,320,601,17,21170,1376,0.56
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",1043,11,330,526,13,14719,1360,0.58
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",1041,12,310,476,18,17658,1406,0.58
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",1001,7,320,463,5,21125,1399,0.56
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",995,5,330,507,8,19189,1368,0.55
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",1019,10,330,505,9,17708,1369,0.57
"POST","/PHP/SearchItemsByCategory.php?category=17&categoryName=Antiques+%26+Art+",1024,8,320,605,3,21101,1382,0.57
"POST","/PHP/SearchItemsByCategory.php?category=17&categoryName=Books+",1024,3,320,469,24,13974,1370,0.57
"POST","/PHP/SearchItemsByCategory.php?category=17&categoryName=Business%2C+Office+%26+Industrial+",1031,6,320,470,69,10557,1414,0.57
