"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1591384270",68,0,0.00,0.00,110,119,108,171.86,1390.38,0,0,0,0,0,0,0,0,0,0,0,0
"None","Aggregated","1591384272",232,0,61.00,0.00,110,117,108,171.86,1392.68,110,120,120,130,130,130,130,140,140,140,140,140
"None","Aggregated","1591384274",395,0,74.00,0.00,110,118,102,171.91,1392.34,110,120,130,130,130,140,160,160,170,170,170,170
"None","Aggregated","1591384276",595,0,75.80,0.00,110,118,102,203.13,1392.17,110,120,130,130,130,140,160,170,200,200,200,200
"None","Aggregated","1591384278",856,0,81.00,0.00,120,120,102,220.21,1393.10,120,120,130,130,130,140,170,190,220,220,220,220
"None","Aggregated","1591384280",1151,0,90.00,0.00,120,122,102,234.35,1393.15,120,130,130,130,140,160,190,200,220,230,230,230
"None","Aggregated","1591384282",1501,0,102.80,0.00,120,123,102,234.35,1392.87,120,130,130,130,140,170,200,200,220,230,230,230
"None","Aggregated","1591384284",1882,0,119.40,0.00,120,125,102,234.35,1392.72,120,130,130,130,140,170,200,200,230,230,230,230
"None","Aggregated","1591384286",2276,0,140.00,0.00,120,128,102,281.26,1392.77,130,130,130,140,170,190,220,230,270,280,280,280
"None","Aggregated","1591384288",2798,0,159.50,0.00,130,130,102,281.26,1392.80,130,140,140,140,170,190,220,230,270,280,280,280
"None","Aggregated","1591384290",3259,0,180.60,0.00,130,132,102,281.26,1392.80,130,140,140,150,170,190,220,230,250,280,280,280
"None","Aggregated","1591384292",3817,0,203.20,0.00,130,141,102,454.61,1392.74,140,140,160,160,190,250,360,390,420,450,450,450
"None","Aggregated","1591384294",4427,0,219.30,0.00,130,148,102,454.61,1392.86,150,170,170,190,220,280,360,390,420,450,450,450
"None","Aggregated","1591384297",4974,0,238.10,0.00,140,167,102,548.46,1392.84,170,200,230,270,380,410,470,500,550,550,550,550
"None","Aggregated","1591384299",5611,0,261.00,0.00,140,177,102,548.46,1392.92,200,250,290,310,370,410,470,500,550,550,550,550
"None","Aggregated","1591384301",6136,0,273.10,0.00,160,211,102,812.49,1392.88,250,330,390,470,610,640,700,770,800,810,810,810
"None","Aggregated","1591384303",6695,0,279.80,0.00,160,256,102,933.58,1392.93,370,580,660,690,780,810,840,860,920,930,930,930
"None","Aggregated","1591384305",7165,0,279.90,0.00,170,328,102,1628.92,1393.02,610,740,800,860,1400,1500,1600,1600,1600,1600,1600,1600
