"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",2318,0,120,133,102,3211,1393,1.29,0.00,120,130,130,130,160,170,200,220,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",2277,0,120,134,102,3210,1375,1.26,0.00,120,130,130,140,160,190,220,230,3200,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",2303,0,120,131,100,3209,1423,1.28,0.00,120,130,130,130,160,170,200,220,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",2278,0,120,133,102,3224,1409,1.26,0.00,120,130,130,140,160,180,200,230,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",2294,0,120,131,100,3208,1375,1.27,0.00,120,130,130,130,160,190,200,220,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",2354,0,120,131,102,3146,1383,1.31,0.00,120,130,130,130,160,170,200,220,3100,3100,3100,3100
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",2305,0,120,131,100,3197,1393,1.28,0.00,120,130,130,130,160,170,200,220,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",2278,0,120,139,95,3216,1375,1.26,0.00,120,130,130,130,160,180,220,230,3200,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",2295,0,120,130,102,3303,1423,1.27,0.00,120,130,130,130,160,170,200,220,3100,3300,3300,3300
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",2307,0,120,131,99,3130,1409,1.28,0.00,120,130,130,130,160,170,200,220,3100,3100,3100,3100
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",2313,0,120,132,101,3214,1375,1.28,0.00,120,130,130,130,160,190,200,220,3100,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",2387,0,120,129,100,3215,1383,1.33,0.00,120,130,130,130,160,190,200,220,300,3200,3200,3200
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",2373,0,120,136,99,3209,1393,1.32,0.00,120,130,130,130,160,190,220,230,3200,3200,3200,3200
