"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1365,436,10000,16550,20,285538,948,0.76
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1396,432,10000,17030,24,348185,949,0.78
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1347,402,10000,15610,36,297730,998,0.75
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",1439,470,10000,15160,3,225395,948,0.80
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",1394,439,10000,17683,0,341433,941,0.77
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1385,408,10000,16677,16,354981,975,0.77
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1404,443,10000,16505,15,251348,953,0.78
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1327,413,11000,16679,5,225122,947,0.74
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",1383,444,10000,15697,20,290139,966,0.77
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1406,418,10000,15943,24,290454,990,0.78
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1373,443,11000,17319,26,289830,931,0.76
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",1369,402,10000,16482,9,308215,976,0.76
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Antiques+%26+Art+",1421,442,10000,16429,24,294148,959,0.79
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Books+",1405,416,10000,16912,15,289837,967,0.78
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Business%2C+Office+%26+Industrial+",1420,452,10000,15827,12,358995,970,0.79
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Clothing+%26+Accessories+",1362,441,10000,15814,13,298006,952,0.76
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Coins+",1408,472,10000,16116,57,309328,914,0.78
"POST","/PHP/SearchItemsByCategory.php?category=16&categoryName=Computers+",1389,455,10000,16891,6,319598,929,0.77
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Antiques+%26+Art+",1383,404,10000,15712,9,320358,986,0.77
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Books+",1427,480,10000,16020,2,266373,912,0.79
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Business%2C+Office+%26+Industrial+",1376,427,10000,17342,35,339089,981,0.76
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Clothing+%26+Accessories+",1360,401,10000,16782,35,328501,993,0.76
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Coins+",1428,472,10000,16657,2,343834,920,0.79
"POST","/PHP/SearchItemsByCategory.php?category=19&categoryName=Computers+",1346,419,10000,15528,6,260642,952,0.75
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Antiques+%26+Art+",1408,458,11000,17818,38,269777,939,0.78
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Books+",1431,458,10000,16691,34,340630,934,0.80
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Business%2C+Office+%26+Industrial+",1383,462,10000,16754,17,341457,947,0.77
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Clothing+%26+Accessories+",1382,443,11000,17349,90,347525,957,0.77
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Coins+",1349,409,11000,16625,19,324527,958,0.75
"POST","/PHP/SearchItemsByCategory.php?category=22&categoryName=Computers+",1408,466,10000,17156,15,256598,925,0.78
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Antiques+%26+Art+",1413,415,10000,15818,3,297731,983,0.79
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Books+",1358,427,10000,15992,33,327551,942,0.75
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Business%2C+Office+%26+Industrial+",1384,419,11000,17243,3,354988,992,0.77
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Clothing+%26+Accessories+",1419,449,10000,16549,24,297732,963,0.79
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Coins+",1421,448,10000,17290,3,274081,941,0.79
"POST","/PHP/SearchItemsByCategory.php?category=25&categoryName=Computers+",1350,447,11000,18660,4,348074,925,0.75
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Antiques+%26+Art+",1420,463,10000,16905,6,346899,938,0.79
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Books+",1435,461,10000,18865,10,348073,933,0.80
"POST","/PHP/SearchItemsByCategory.php?category=28&categoryName=Business%2C+Office+%26+Industrial+",1400,432,10000,16366,25,253630,983,0.78
