"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Antiques+%26+Art+",1012,6,16,34,0,541,1384,0.56,0.00,16,16,22,47,94,130,200,290,440,540,540,540
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Books+",1039,1,16,28,0,406,1373,0.58,0.00,16,16,16,31,80,120,170,190,400,410,410,410
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Business%2C+Office+%26+Industrial+",1028,3,16,34,0,659,1418,0.57,0.00,16,16,16,31,94,130,220,340,590,660,660,660
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Clothing+%26+Accessories+",969,3,16,32,0,421,1404,0.54,0.00,16,16,17,47,94,130,170,270,420,420,420,420
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Coins+",1012,0,16,32,0,475,1375,0.56,0.00,16,16,16,31,94,130,190,250,420,480,480,480
"POST","/PHP/SearchItemsByCategory.php?category=1&categoryName=Computers+",1033,4,16,32,0,499,1377,0.57,0.00,16,16,16,32,94,130,200,300,480,500,500,500
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Antiques+%26+Art+",1025,2,16,35,0,812,1390,0.57,0.00,16,16,16,47,94,140,200,280,470,810,810,810
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Books+",1045,5,16,32,0,421,1368,0.58,0.00,16,16,16,31,94,130,190,310,420,420,420,420
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Business%2C+Office+%26+Industrial+",1053,1,16,31,0,703,1421,0.58,0.00,16,16,16,31,94,130,170,270,440,700,700,700
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Clothing+%26+Accessories+",994,4,16,33,0,564,1403,0.55,0.00,16,16,17,47,94,130,200,280,560,560,560,560
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Coins+",1051,0,16,33,0,439,1375,0.58,0.00,16,16,16,31,94,140,200,270,390,440,440,440
"POST","/PHP/SearchItemsByCategory.php?category=10&categoryName=Computers+",1017,3,16,33,0,812,1378,0.56,0.00,16,16,16,31,94,140,200,300,470,810,810,810
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Antiques+%26+Art+",1058,1,16,31,0,812,1391,0.59,0.00,16,16,16,31,94,130,170,250,520,810,810,810
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Books+",971,3,16,33,0,484,1370,0.54,0.00,16,16,16,31,94,130,230,380,480,480,480,480
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Business%2C+Office+%26+Industrial+",1048,1,16,32,0,453,1421,0.58,0.00,16,16,16,31,94,130,220,310,430,450,450,450
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Clothing+%26+Accessories+",1020,2,16,32,0,625,1406,0.57,0.00,16,16,16,31,94,140,200,310,580,630,630,630
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Coins+",1055,0,16,30,0,675,1375,0.59,0.00,16,16,16,31,94,130,170,230,430,680,680,680
"POST","/PHP/SearchItemsByCategory.php?category=11&categoryName=Computers+",1047,2,16,32,0,624,1380,0.58,0.00,16,16,16,31,94,130,190,250,450,620,620,620
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Antiques+%26+Art+",999,1,16,34,0,447,1391,0.55,0.00,16,16,17,48,94,140,200,250,450,450,450,450
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Books+",994,6,16,31,0,541,1366,0.55,0.00,16,16,16,31,78,120,190,230,540,540,540,540
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Business%2C+Office+%26+Industrial+",924,2,16,31,0,419,1419,0.51,0.00,16,16,16,31,78,130,170,320,420,420,420,420
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Clothing+%26+Accessories+",996,6,16,32,0,497,1400,0.55,0.00,16,16,16,31,94,140,200,340,500,500,500,500
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Coins+",1011,4,16,31,0,406,1369,0.56,0.00,16,16,16,31,94,130,190,240,390,410,410,410
"POST","/PHP/SearchItemsByCategory.php?category=12&categoryName=Computers+",1003,4,16,33,0,828,1377,0.56,0.00,16,16,16,47,94,120,200,300,510,830,830,830
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Antiques+%26+Art+",1026,3,16,33,0,453,1388,0.57,0.00,16,16,16,33,94,130,190,250,450,450,450,450
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Books+",1060,4,16,33,0,625,1369,0.59,0.00,16,16,16,31,94,130,200,280,390,630,630,630
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Business%2C+Office+%26+Industrial+",984,3,16,30,0,593,1418,0.55,0.00,16,16,16,31,78,110,170,280,590,590,590,590
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Clothing+%26+Accessories+",1032,3,16,33,0,467,1404,0.57,0.00,16,16,16,47,94,130,190,230,420,470,470,470
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Coins+",1004,2,16,31,0,624,1372,0.56,0.00,16,16,16,31,94,130,170,270,520,620,620,620
"POST","/PHP/SearchItemsByCategory.php?category=13&categoryName=Computers+",1034,2,16,32,0,484,1380,0.57,0.00,16,16,17,47,94,130,190,250,480,480,480,480
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Antiques+%26+Art+",1025,3,16,35,0,828,1388,0.57,0.00,16,16,17,47,94,140,200,340,580,830,830,830
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Books+",1013,4,16,34,0,486,1369,0.56,0.00,16,16,16,31,94,140,250,360,440,490,490,490
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Business%2C+Office+%26+Industrial+",1003,2,16,32,0,500,1420,0.56,0.00,16,16,16,31,94,120,190,330,470,500,500,500
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Clothing+%26+Accessories+",1066,2,16,35,0,532,1406,0.59,0.00,16,16,31,62,94,140,190,350,500,530,530,530
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Coins+",1046,1,16,31,0,437,1373,0.58,0.00,16,16,16,31,94,130,190,300,420,440,440,440
"POST","/PHP/SearchItemsByCategory.php?category=14&categoryName=Computers+",971,6,16,28,0,421,1374,0.54,0.00,16,16,16,31,78,110,170,230,420,420,420,420
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Antiques+%26+Art+",989,4,16,31,0,796,1387,0.55,0.00,16,16,16,31,89,110,170,270,800,800,800,800
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Books+",1012,5,16,30,0,531,1368,0.56,0.00,16,16,16,31,78,120,190,270,440,530,530,530
"POST","/PHP/SearchItemsByCategory.php?category=15&categoryName=Business%2C+Office+%26+Industrial+",960,2,16,31,0,437,1420,0.53,0.00,16,16,17,47,94,120,170,230,440,440,440,440
